time,epoch,train_loss,val_loss,best_val_loss
2026-03-02 20:22:10,0,0.020328863159785295,0.011027820002159969,0.011027820002159969
2026-03-02 20:23:01,1,0.010490076574518685,0.008101082573038442,0.008101082573038442
2026-03-02 20:23:54,2,0.009004132871840997,0.007304206641747781,0.007304206641747781
2026-03-02 20:24:46,3,0.007873598168309593,0.0067339442997468735,0.0067339442997468735
2026-03-02 20:25:38,4,0.007564273730502101,0.006435516895109793,0.006435516895109793
2026-03-02 20:26:29,5,0.007553429007885624,0.006906097803795797,0.006435516895109793
2026-03-02 20:27:21,6,0.007607142889409433,0.006330129519290642,0.006330129519290642
2026-03-02 20:28:13,7,0.007188329851396985,0.006050505649263614,0.006050505649263614
2026-03-02 20:29:05,8,0.007032241589771265,0.006178801264751679,0.006050505649263614
2026-03-02 20:30:08,9,0.007121242065457018,0.0062206106565419785,0.006050505649263614
2026-03-02 20:31:00,10,0.042284521756612486,0.006312882557810165,0.006050505649263614
2026-03-02 20:31:52,11,0.03916471480316486,0.0060897197068822675,0.006050505649263614
2026-03-02 20:32:45,12,0.03940483629290084,0.006460357321400161,0.006050505649263614
2026-03-02 20:33:38,13,0.03945954916150109,0.006166595743310484,0.006050505649263614
2026-03-02 20:34:30,14,0.03912237242685277,0.006244581975361965,0.006050505649263614
2026-03-02 20:35:22,15,0.039129162647520595,0.006064140415936128,0.006050505649263614
2026-03-02 20:36:13,16,0.03929472318868591,0.006137872685611573,0.006050505649263614
2026-03-02 20:37:06,17,0.0390425329611599,0.006002582022136896,0.006002582022136896
2026-03-02 20:37:58,18,0.03921646218111512,0.006031229138784865,0.006002582022136896
2026-03-02 20:38:48,19,0.038958180430120386,0.0066279006318255935,0.006002582022136896
2026-03-02 20:39:40,20,0.0395780922271996,0.006685426124702338,0.006002582022136896
2026-03-02 20:40:32,21,0.03897455317309892,0.006901318251990896,0.006002582022136896
2026-03-02 20:41:24,22,0.03887572831828205,0.005925093480092807,0.005925093480092807
2026-03-02 20:42:16,23,0.03910201368563318,0.006100977956849757,0.005925093480092807
2026-03-02 20:43:08,24,0.038701031540195545,0.006141840268109238,0.005925093480092807
2026-03-02 20:44:23,25,0.03896675674143941,0.006201229609093539,0.005925093480092807
2026-03-02 20:45:15,26,0.03907791356577152,0.006161050988336578,0.005925093480092807
2026-03-02 20:46:10,27,0.03907610120678268,0.006046810315601307,0.005925093480092807
2026-03-02 20:47:02,28,0.03920157244131607,0.006314896221375644,0.005925093480092807
2026-03-02 20:48:12,29,0.03891290368829967,0.006365496274286945,0.005925093480092807
