time,epoch,train_loss,val_loss,best_val_loss
2026-03-02 21:40:31,0,0.06085733793432189,0.009348162308094494,0.009348162308094494
2026-03-02 21:41:22,1,0.013271542689966102,0.007690683699566929,0.007690683699566929
2026-03-02 21:42:14,2,0.00874071970481913,0.007334440431051316,0.007334440431051316
2026-03-02 21:43:06,3,0.008230266103417993,0.006824811383054775,0.006824811383054775
2026-03-02 21:43:58,4,0.008227891392601114,0.006911809906520158,0.006824811383054775
2026-03-02 21:44:51,5,0.010171756661508661,0.010246548605821679,0.006824811383054775
2026-03-02 21:45:43,6,0.012515353902411354,0.030070673791848333,0.006824811383054775
2026-03-02 21:46:55,7,0.012175675915667317,0.011396764336600668,0.006824811383054775
2026-03-02 21:47:48,8,0.011500234228944714,0.010645835627032868,0.006824811383054775
2026-03-02 21:49:22,9,0.01129076937960629,0.010076686076608101,0.006824811383054775
2026-03-02 21:50:15,10,0.06357035191868927,0.01013198604417756,0.006824811383054775
2026-03-02 21:51:06,11,0.056963997473795186,0.012210934163242393,0.006824811383054775
2026-03-02 21:52:00,12,0.05678982105769066,0.013780326332978184,0.006824811383054775
2026-03-02 21:52:52,13,0.0565610559326466,0.012083075918123775,0.006824811383054775
2026-03-02 21:53:45,14,0.0564963828795517,0.06651204605688373,0.006824811383054775
2026-03-02 21:54:38,15,0.05703946490876516,0.06139736506519288,0.006824811383054775
2026-03-02 21:55:31,16,0.05687811748252317,0.09884741806027673,0.006824811383054775
2026-03-02 21:56:23,17,0.05716203296385891,0.012953638587643123,0.006824811383054775
